Player,Career Span,Start,End,Matches_Played,Innings_Batted,Not_Outs,Runs_Scored,Highest_Innings_Score,Highest_Innings_Score_Num,Batting_Avg,Balls_Faced,Strike_Rate,100_Scored,50_Scored,Ducks,4sBoundary,6sBoundary,Country,RandX,RandY
AC Botha ,2008-2010,2008,2010,14,11,1,130,38,38,13,141,92.19,0,0,2,12,1,Ireland,671,1087
GH Dockrell ,2010-2018,2010,2018,54,21,8,125,22*,22,9.61,121,103.3,0,0,3,5,3,Ireland,282,867
Simi Singh ,2018-2018,2018,2018,8,8,1,123,57*,57,17.57,96,128.12,0,1,3,10,4,Ireland,1088,730
JNK Shannon ,2013-2018,2013,2018,8,8,0,111,60,60,13.87,84,132.14,0,1,1,12,5,Ireland,387,231
MC Sorensen ,2012-2016,2012,2016,26,11,6,92,26,26,18.4,79,116.45,0,0,1,4,3,Ireland,275,79
GJ Thompson ,2016-2017,2016,2017,8,7,1,75,44,44,12.5,78,96.15,0,0,2,9,1,Ireland,708,726
AR McBrine ,2014-2017,2014,2017,19,11,5,73,14*,14,12.16,70,104.28,0,0,1,6,1,Ireland,321,992
WB Rankin ,2009-2018,2009,2018,28,9,5,53,16*,16,13.25,58,91.37,0,0,0,2,3,Ireland,140,758
DA Rankin ,2015-2016,2015,2016,2,2,0,49,34,34,24.5,54,90.74,0,0,0,3,2,Ireland,545,965
L Tucker ,2016-2017,2016,2017,4,4,0,43,16,16,10.75,42,102.38,0,0,0,4,1,Ireland,497,669
NG Jones ,2010-2012,2010,2012,5,4,2,42,14*,14,21,38,110.52,0,0,1,1,2,Ireland,592,988
TE Kane ,2015-2018,2015,2018,6,3,1,36,26*,26,18,23,156.52,0,0,0,5,0,Ireland,942,472
TJ Murtagh ,2012-2016,2012,2016,14,5,3,26,12*,12,13,25,104,0,0,0,0,1,Ireland,226,521
J Anderson ,2015-2015,2015,2015,4,2,0,12,9,9,6,18,66.66,0,0,0,1,0,Ireland,729,527
WK McCallan ,2008-2009,2008,2009,9,3,2,11,9*,9,11,15,73.33,0,0,1,1,0,Ireland,609,409
BJ McCarthy ,2017-2018,2017,2018,6,3,1,11,11*,11,5.5,7,157.14,0,0,2,0,1,Ireland,521,240
RM West ,2009-2009,2009,2009,5,4,1,11,8,8,3.66,11,100,0,0,0,1,0,Ireland,122,1068
PKD Chase ,2018-2018,2018,2018,6,4,3,7,4,4,7,13,53.84,0,0,0,1,0,Ireland,31,908
J Mulder ,2016-2017,2016,2017,8,4,2,6,5*,5,3,11,54.54,0,0,1,0,0,Ireland,608,725
R Strydom ,2008-2008,2008,2008,4,2,1,6,5*,5,6,7,85.71,0,0,0,0,0,Ireland,754,1062
PC Connell ,2008-2010,2008,2010,9,3,2,4,3*,3,4,7,57.14,0,0,1,0,0,Ireland,692,775
SP Terry ,2016-2016,2016,2016,1,1,0,4,4,4,4,6,66.66,0,0,0,0,0,Ireland,919,359
CA Young ,2015-2018,2015,2018,16,3,2,4,2*,2,4,7,57.14,0,0,0,0,0,Ireland,1091,227
JP Bray ,2009-2009,2009,2009,2,2,0,2,2,2,1,17,11.76,0,0,1,0,0,Ireland,63,179
GE Kidd ,2010-2010,2010,2010,1,1,1,1,1*,1,-,1,100,0,0,0,0,0,Ireland,285,424
J Little ,2016-2018,2016,2018,4,3,1,1,1*,1,0.5,7,14.28,0,0,2,0,0,Ireland,888,846
RD McCann ,2012-2012,2012,2012,3,1,0,1,1,1,1,2,50,0,0,0,0,0,Ireland,84,71
PS Eaglestone ,2010-2010,2010,2010,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Ireland,142,832
GJ McCarter ,2015-2015,2015,2015,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Ireland,374,333
KJ Coetzer ,2008-2018,2008,2018,45,43,2,1035,70,70,25.24,856,120.91,0,3,2,106,32,Scotland,4,839
RD Berrington ,2008-2018,2008,2018,46,39,7,867,100,100,27.09,696,124.56,1,2,5,86,19,Scotland,70,739
CS MacLeod ,2009-2018,2009,2018,34,33,5,602,60,60,21.5,562,107.11,0,4,3,47,13,Scotland,16,252
MH Cross ,2013-2018,2013,2018,29,23,2,485,60,60,23.09,371,130.72,0,2,1,49,16,Scotland,477,946
HG Munsey ,2015-2018,2015,2018,23,21,2,461,71,71,24.26,324,142.28,0,2,4,67,11,Scotland,782,1072
PL Mommsen ,2012-2016,2012,2016,24,19,7,419,68*,68,34.91,329,127.35,0,2,1,32,11,Scotland,1036,884
MW Machan ,2013-2016,2013,2016,13,13,3,407,67*,67,40.7,318,127.98,0,3,0,37,7,Scotland,92,1067
RR Watson ,2007-2010,2007,2010,10,9,0,159,54,54,17.66,141,112.76,0,1,1,22,1,Scotland,186,1009
MA Leask ,2013-2018,2013,2018,20,13,1,158,58,58,13.16,133,118.79,0,1,1,11,8,Scotland,307,26
DF Watts ,2007-2012,2007,2012,11,9,0,137,46,46,15.22,127,107.87,0,0,2,13,3,Scotland,1089,1008
NS Poonia ,2007-2010,2007,2010,8,7,2,95,38*,38,19,108,87.96,0,0,2,3,1,Scotland,1103,137
JH Stander ,2009-2012,2009,2012,11,11,2,94,45,45,10.44,90,104.44,0,0,3,6,4,Scotland,884,539
GM Hamilton ,2007-2010,2007,2010,12,8,0,90,32,32,11.25,110,81.81,0,0,0,6,1,Scotland,255,981
CD Wallace ,2012-2017,2012,2017,12,9,5,90,26*,26,22.5,79,113.92,0,0,0,9,0,Scotland,791,241
RML Taylor ,2013-2016,2013,2016,9,6,3,85,41*,41,28.33,58,146.55,0,0,0,6,4,Scotland,360,390
SM Sharif ,2012-2018,2012,2018,29,12,5,78,26,26,11.14,65,120,0,0,2,4,3,Scotland,600,252
NFI McCallum ,2007-2010,2007,2010,11,7,0,76,38,38,10.85,85,89.41,0,0,3,7,1,Scotland,158,849
RM Haq ,2007-2013,2007,2013,21,12,7,64,21*,21,12.8,96,66.66,0,0,1,2,1,Scotland,488,1023
DE Budge ,2018-2018,2018,2018,6,4,2,60,24,24,30,59,101.69,0,0,0,2,3,Scotland,788,546
CJO Smith ,2007-2009,2007,2009,8,6,1,58,46*,46,11.6,54,107.4,0,0,3,6,0,Scotland,469,584
JH Davey ,2012-2017,2012,2017,14,7,2,55,24,24,11,43,127.9,0,0,0,3,2,Scotland,521,816
GD Drummond ,2008-2013,2008,2013,17,7,0,54,35,35,7.71,65,83.07,0,0,2,3,0,Scotland,230,701
MM Iqbal ,2012-2013,2012,2013,6,3,0,46,31,31,15.33,45,102.22,0,0,0,4,1,Scotland,670,214
R Flannigan ,2012-2012,2012,2012,4,4,1,38,18,18,12.66,33,115.15,0,0,1,4,0,Scotland,840,804
CD de Lange ,2015-2017,2015,2017,8,3,0,35,22,22,11.66,22,159.09,0,0,0,2,2,Scotland,991,49
D Murphy ,2013-2013,2013,2013,4,4,3,35,20,20,35,35,100,0,0,0,1,0,Scotland,53,147
JD Nel ,2007-2010,2007,2010,10,5,2,34,13*,13,11.33,25,136,0,0,1,3,1,Scotland,761,669
MRJ Watt ,2015-2018,2015,2018,23,7,3,32,11*,11,8,23,139.13,0,0,1,3,1,Scotland,1030,1056
G Goudie ,2010-2013,2010,2013,9,6,2,25,9*,9,6.25,20,125,0,0,0,2,1,Scotland,621,673
SJS Smith ,2010-2012,2010,2012,5,4,1,21,9,9,7,40,52.5,0,0,1,1,0,Scotland,110,276
CM Wright ,2007-2009,2007,2009,3,1,0,14,14,14,14,18,77.77,0,0,0,0,0,Scotland,36,846
FRJ Coleman ,2013-2013,2013,2013,1,1,0,9,9,9,9,13,69.23,0,0,0,1,0,Scotland,857,414
GA Rogers ,2008-2009,2008,2009,2,2,2,7,6*,6,-,8,87.5,0,0,0,0,0,Scotland,386,160
JAR Blain ,2007-2008,2007,2008,6,3,1,4,3*,3,2,5,80,0,0,1,0,0,Scotland,235,556
NM Carter ,2013-2013,2013,2013,7,2,0,4,3,3,2,12,33.33,0,0,0,0,0,Scotland,252,893
RT Lyons ,2010-2010,2010,2010,2,2,0,4,4,4,2,17,23.52,0,0,1,0,0,Scotland,1105,763
CB Sole ,2017-2018,2017,2018,4,1,1,4,4*,4,-,2,200,0,0,0,1,0,Scotland,227,584
BTJ Wheal ,2016-2017,2016,2017,5,2,2,2,2*,2,-,2,100,0,0,0,0,0,Scotland,1102,638
DR Brown ,2007-2007,2007,2007,2,1,0,1,1,1,1,5,20,0,0,0,0,0,Scotland,693,345
AC Evans ,2015-2018,2015,2018,16,5,1,1,1*,1,0.25,10,10,0,0,4,0,0,Scotland,496,740
I Wardlaw ,2013-2013,2013,2013,4,1,0,1,1,1,1,3,33.33,0,0,0,0,0,Scotland,986,225
GI Maiden ,2008-2008,2008,2008,3,1,0,0,0,0,0,1,0,0,0,1,0,0,Scotland,1095,1002
CG Burnett ,2013-2013,2013,2013,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,1104,552
Hamza Tahir ,2018-2018,2018,2018,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,12,816
GT Main ,2015-2016,2015,2016,4,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,191,939
MA Parker ,2012-2012,2012,2012,2,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,946,684
SG Whittingham ,2018-2018,2018,2018,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Scotland,790,954
Zeeshan Maqsood ,N/A,N/A,N/A,16,15,0,368,52,52,24.53,315,116.82,0,1,2,49,8,Oman,62,92
Adnan Ilyas ,N/A,N/A,N/A,12,11,0,258,54,54,23.45,218,118.34,0,1,0,16,8,Oman,902,684
Khawar Ali ,N/A,N/A,N/A,14,13,0,214,38,38,16.46,241,88.79,0,0,0,23,5,Oman,321,672
Jatinder Singh ,N/A,N/A,N/A,11,11,0,200,42,42,18.18,221,90.49,0,0,0,16,1,Oman,759,709
Aamir Kaleem ,N/A,N/A,N/A,11,10,2,161,46*,46,20.12,143,112.58,0,0,2,15,3,Oman,122,484
Aqib Ilyas ,N/A,N/A,N/A,9,9,2,129,56*,56,18.42,110,117.27,0,1,0,19,2,Oman,540,871
Sultan Ahmed ,N/A,N/A,N/A,17,12,3,104,37*,37,11.55,83,125.3,0,0,3,14,0,Oman,534,594
Amir Ali ,N/A,N/A,N/A,10,8,3,97,32*,32,19.4,65,149.23,0,0,0,11,2,Oman,857,77
AV Lalcheta ,N/A,N/A,N/A,14,8,2,87,20,20,14.5,66,131.81,0,0,0,9,3,Oman,1075,31
Mehran Khan ,N/A,N/A,N/A,13,9,2,79,28*,28,11.28,74,106.75,0,0,0,4,4,Oman,545,643
Khurram Nawaz ,N/A,N/A,N/A,4,4,2,78,26*,26,39,69,113.04,0,0,0,4,3,Oman,933,631
Zeeshan Siddiqui ,N/A,N/A,N/A,5,5,1,60,33*,33,15,63,95.23,0,0,0,7,0,Oman,984,503
Naseem Khushi ,N/A,N/A,N/A,4,3,0,54,29,29,18,37,145.94,0,0,1,2,4,Oman,768,701
Mohammad Nadeem ,N/A,N/A,N/A,6,4,0,21,7,7,5.25,20,105,0,0,0,2,0,Oman,263,410
VS Wategaonkar ,N/A,N/A,N/A,2,1,0,14,14,14,14,14,100,0,0,0,1,0,Oman,1084,1104
Sufyan Mehmood ,N/A,N/A,N/A,2,1,1,13,13*,13,-,32,40.62,0,0,0,2,0,Oman,480,386
A Poulose ,N/A,N/A,N/A,3,3,0,9,9,9,3,14,64.28,0,0,2,2,0,Oman,360,699
M Ansari ,N/A,N/A,N/A,11,4,4,5,3*,3,-,10,50,0,0,0,0,0,Oman,926,699
Bilal Khan ,N/A,N/A,N/A,16,4,3,5,4*,4,5,5,100,0,0,1,1,0,Oman,652,116
RJ Ranpura ,N/A,N/A,N/A,3,2,2,5,5*,5,-,8,62.5,0,0,0,0,0,Oman,325,501
Kaleemullah ,N/A,N/A,N/A,4,1,0,0,0,0,0,1,0,0,0,1,0,0,Oman,197,139
Mohammad Shahzad ,2010-2018,2010,2018,65,65,3,1936,118*,118,31.22,1436,134.81,1,12,3,218,72,Afghanistan,1045,464
Asghar Afghan ,2010-2018,2010,2018,56,51,4,1031,62,62,21.93,966,106.72,0,3,2,60,52,Afghanistan,246,431
Mohammad Nabi ,2010-2018,2010,2018,65,60,9,1014,89,89,19.88,719,141.02,0,2,4,66,56,Afghanistan,783,1077
Samiullah Shinwari ,2010-2018,2010,2018,60,54,10,968,61,61,22,810,119.5,0,2,2,70,37,Afghanistan,998,528
Najibullah Zadran ,2012-2018,2012,2018,47,38,14,711,60*,60,29.62,496,143.34,0,2,1,46,37,Afghanistan,411,889
Karim Sadiq ,2010-2018,2010,2018,36,36,0,538,72,72,14.94,493,109.12,0,1,4,61,10,Afghanistan,639,621
Noor Ali Zadran ,2010-2017,2010,2017,20,20,1,506,63,63,26.63,497,101.81,0,3,1,45,6,Afghanistan,111,161
Nawroz Mangal ,2010-2017,2010,2017,32,32,4,505,65*,65,18.03,453,111.47,0,2,4,42,19,Afghanistan,1019,201
Shafiqullah ,2010-2018,2010,2018,41,38,11,436,51*,51,16.14,300,145.33,0,1,5,31,27,Afghanistan,354,685
Gulbadin Naib ,2012-2018,2012,2018,38,31,9,432,56*,56,19.63,357,121,0,1,2,31,20,Afghanistan,228,1063
Usman Ghani ,2015-2018,2015,2018,17,17,1,359,69,69,22.43,350,102.57,0,2,0,35,9,Afghanistan,122,249
Najeeb Tarakai ,2014-2017,2014,2017,9,9,0,216,90,90,24,166,130.12,0,1,1,19,10,Afghanistan,926,314
Hazratullah Zazai ,2016-2018,2016,2018,3,3,0,174,82,82,58,111,156.75,0,2,0,15,13,Afghanistan,799,338
Mirwais Ashraf ,2010-2016,2010,2016,25,19,8,128,28*,28,11.63,115,111.3,0,0,2,5,8,Afghanistan,923,821
Karim Janat ,2016-2018,2016,2018,14,8,1,109,25,25,15.57,103,105.82,0,0,1,6,6,Afghanistan,378,803
Rashid Khan ,2015-2018,2015,2018,34,15,7,107,33,33,13.37,85,125.88,0,0,3,8,7,Afghanistan,1107,572
Raees Ahmadzai ,2010-2010,2010,2010,8,6,3,91,33*,33,30.33,84,108.33,0,0,0,5,1,Afghanistan,86,159
Dawlat Zadran ,2012-2017,2012,2017,33,16,7,68,13,13,7.55,42,161.9,0,0,3,4,6,Afghanistan,104,464
Hamid Hassan ,2010-2016,2010,2016,22,9,6,50,22,22,16.66,46,108.69,0,0,0,3,2,Afghanistan,1093,860
Amir Hamza ,2013-2017,2013,2017,31,9,5,40,21,21,10,38,105.26,0,0,1,3,1,Afghanistan,327,964
Shapoor Zadran ,2010-2018,2010,2018,34,13,6,27,13,13,3.85,65,41.53,0,0,3,0,3,Afghanistan,95,1008
Sharafuddin Ashraf ,2015-2018,2015,2018,6,2,0,19,18,18,9.5,18,105.55,0,0,0,1,1,Afghanistan,611,167
Shabir Noori ,2012-2012,2012,2012,1,1,0,15,15,15,15,18,83.33,0,0,0,1,0,Afghanistan,731,630
Afsar Zazai ,2013-2013,2013,2013,1,1,0,9,9,9,9,21,42.85,0,0,0,0,0,Afghanistan,248,1056
Javed Ahmadi ,2012-2017,2012,2017,3,2,0,6,6,6,3,7,85.71,0,0,1,1,0,Afghanistan,436,579
Aftab Alam ,2012-2018,2012,2018,12,5,3,2,1*,1,1,9,22.22,0,0,1,0,0,Afghanistan,625,396
Dawlat Ahmadzai ,2010-2010,2010,2010,2,1,1,2,2*,2,-,3,66.66,0,0,0,0,0,Afghanistan,605,818
Hashmatullah Shahidi ,2013-2013,2013,2013,1,1,1,1,1*,1,-,1,100,0,0,0,0,0,Afghanistan,558,97
M Nasim Baras ,2015-2015,2015,2015,3,1,0,1,1,1,1,2,50,0,0,0,0,0,Afghanistan,177,350
Sayed Shirzad ,2015-2016,2015,2016,3,1,0,1,1,1,1,2,50,0,0,0,0,0,Afghanistan,774,86
Yamin Ahmadzai ,2015-2015,2015,2015,2,1,1,1,1*,1,-,1,100,0,0,0,0,0,Afghanistan,691,405
Izatullah Dawlatzai ,2012-2012,2012,2012,4,1,1,0,0*,0,-,3,0,0,0,0,0,0,Afghanistan,995,1019
Mujeeb Ur Rahman ,2018-2018,2018,2018,7,2,2,0,0*,0,-,0,-,0,0,0,0,0,Afghanistan,136,459
Fareed Ahmad ,2016-2018,2016,2018,9,-,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan,1016,913
Rokhan Barakzai ,2015-2015,2015,2015,3,-,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan,152,627
Zamir Khan ,2012-2012,2012,2012,1,-,-,-,-,-,-,-,-,-,-,-,-,-,Afghanistan,859,633
